"","rstudent","unadjusted_p","bonferroni_p"
"1107",-5.74449384532704,1.02706779200272e-08,2.72686498776722e-05
"1553",5.1576200376245,2.68567612474858e-07,0.000713047011120748
"1242",-4.72598156313753,2.40966203145432e-06,0.00639765269351122
"905",4.31709648884567,1.63896916393707e-05,0.0435146313025292
